"","subnum","offered_points","offered_difficulty","nswitch","accuracy","response","MentalDemand","PhysicalDemand","TemporalDemand","Performance","Effort","Frustration"
"3690",1754276,"6","0.2",2,0.888888888888889,1,14,10,15,19,10,10
"3691",1754276,"12","0.2",1,1,1,14,10,15,19,10,10
"3692",1754276,"9","0.8",7,1,1,14,13,14,20,12,9
"3693",1754276,"3","0.6",6,1,1,13,13,13,14,13,8
"3694",1754276,"6","0.2",1,1,1,14,10,15,19,10,10
"3695",1754276,"3","0.2",2,1,1,14,10,15,19,10,10
"3696",1754276,"3","0.2",2,0.888888888888889,1,14,10,15,19,10,10
"3697",1754276,"9","0.4",4,1,1,12,9,12,13,13,8
"3698",1754276,"3","0.6",6,1,1,13,13,13,14,13,8
"3699",1754276,"12","0.6",6,1,1,13,13,13,14,13,8
"3700",1754276,"12","0.4",3,1,1,12,9,12,13,13,8
"3701",1754276,"6","0.6",6,1,1,13,13,13,14,13,8
"3702",1754276,"12","0.8",8,1,1,14,13,14,20,12,9
"3703",1754276,"9","0.4",3,1,1,12,9,12,13,13,8
"3704",1754276,"3","0.2",1,1,1,14,10,15,19,10,10
"3705",1754276,"3","0.2",1,1,1,14,10,15,19,10,10
"3706",1754276,"12","0.6",5,1,1,13,13,13,14,13,8
"3707",1754276,"6","0.4",3,1,1,12,9,12,13,13,8
"3708",1754276,"9","0.8",8,1,1,14,13,14,20,12,9
"3709",1754276,"3","0.8",7,0.888888888888889,1,14,13,14,20,12,9
"3710",1754276,"12","0.4",3,1,1,12,9,12,13,13,8
"3711",1754276,"3","0.8",8,0.888888888888889,1,14,13,14,20,12,9
"3712",1754276,"9","0.8",8,1,1,14,13,14,20,12,9
"3713",1754276,"9","0.4",4,1,1,12,9,12,13,13,8
"3714",1754276,"3","0.4",3,0.888888888888889,1,12,9,12,13,13,8
"3715",1754276,"12","0.8",8,1,1,14,13,14,20,12,9
"3716",1754276,"9","0.2",1,0.888888888888889,1,14,10,15,19,10,10
"3717",1754276,"3","0.6",5,0.888888888888889,1,13,13,13,14,13,8
"3718",1754276,"6","0.2",2,1,1,14,10,15,19,10,10
"3719",1754276,"6","0.8",7,0.888888888888889,1,14,13,14,20,12,9
"3720",1754276,"9","0.4",3,1,1,12,9,12,13,13,8
"3721",1754276,"9","0.6",6,0.888888888888889,1,13,13,13,14,13,8
"3722",1754276,"3","0.8",8,1,1,14,13,14,20,12,9
"3723",1754276,"12","0.2",2,1,1,14,10,15,19,10,10
"3724",1754276,"12","0.6",6,1,1,13,13,13,14,13,8
"3725",1754276,"6","0.6",5,0.888888888888889,1,13,13,13,14,13,8
"3726",1754276,"6","0.2",1,1,1,14,10,15,19,10,10
"3727",1754276,"12","0.8",7,1,1,14,13,14,20,12,9
"3728",1754276,"12","0.8",8,0.888888888888889,1,14,13,14,20,12,9
"3729",1754276,"9","0.4",3,1,1,12,9,12,13,13,8
"3730",1754276,"6","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3731",1754276,"12","0.6",5,1,1,13,13,13,14,13,8
"3732",1754276,"6","0.8",7,0.888888888888889,1,14,13,14,20,12,9
"3733",1754276,"12","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3734",1754276,"3","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3735",1754276,"9","0.6",5,0.888888888888889,1,13,13,13,14,13,8
"3736",1754276,"3","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3737",1754276,"3","0.6",6,1,1,13,13,13,14,13,8
"3738",1754276,"6","0.6",6,0.888888888888889,1,13,13,13,14,13,8
"3739",1754276,"9","0.8",7,0.888888888888889,1,14,13,14,20,12,9
"3740",1754276,"9","0.2",1,0.888888888888889,1,14,10,15,19,10,10
"3741",1754276,"6","0.8",8,1,1,14,13,14,20,12,9
"3742",1754276,"12","0.6",6,0.888888888888889,1,13,13,13,14,13,8
"3743",1754276,"3","0.2",2,1,1,14,10,15,19,10,10
"3744",1754276,"6","0.8",8,1,1,14,13,14,20,12,9
"3745",1754276,"12","0.2",2,1,1,14,10,15,19,10,10
"3746",1754276,"3","0.4",3,0.888888888888889,1,12,9,12,13,13,8
"3747",1754276,"3","0.6",5,0.777777777777778,0,13,13,13,14,13,8
"3748",1754276,"9","0.6",6,1,1,13,13,13,14,13,8
"3749",1754276,"12","0.8",8,1,1,14,13,14,20,12,9
"3750",1754276,"9","0.6",5,0.888888888888889,1,13,13,13,14,13,8
"3751",1754276,"3","0.8",8,0.888888888888889,1,14,13,14,20,12,9
"3752",1754276,"6","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3753",1754276,"6","0.2",1,1,1,14,10,15,19,10,10
"3754",1754276,"6","0.4",4,1,1,12,9,12,13,13,8
"3755",1754276,"9","0.2",2,1,1,14,10,15,19,10,10
"3756",1754276,"6","0.6",5,0,0,13,13,13,14,13,8
"3757",1754276,"12","0.2",1,1,1,14,10,15,19,10,10
"3758",1754276,"3","0.8",8,1,1,14,13,14,20,12,9
"3759",1754276,"12","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3760",1754276,"9","0.6",5,1,1,13,13,13,14,13,8
"3761",1754276,"6","0.4",3,1,1,12,9,12,13,13,8
"3762",1754276,"12","0.4",4,0.888888888888889,1,12,9,12,13,13,8
"3763",1754276,"12","0.2",2,1,1,14,10,15,19,10,10
"3764",1754276,"6","0.6",6,1,1,13,13,13,14,13,8
"3765",1754276,"9","0.8",7,1,1,14,13,14,20,12,9
"3766",1754276,"6","0.8",8,1,1,14,13,14,20,12,9
"3767",1754265,"3","0.8",8,1,1,7,7,8,15,14,14
"3768",1754265,"6","0.8",8,1,1,7,7,8,15,14,14
"3769",1754265,"6","0.2",1,1,1,5,6,9,18,13,15
"3770",1754265,"3","0.6",6,1,1,8,9,7,19,15,15
"3771",1754265,"9","0.4",3,1,1,8,9,9,19,13,13
"3772",1754265,"12","0.6",6,0.888888888888889,1,8,9,7,19,15,15
"3773",1754265,"9","0.6",5,0.888888888888889,1,8,9,7,19,15,15
"3774",1754265,"6","0.2",2,0.888888888888889,1,5,6,9,18,13,15
"3775",1754265,"3","0.8",8,1,1,7,7,8,15,14,14
"3776",1754265,"6","0.8",7,1,1,7,7,8,15,14,14
"3777",1754265,"3","0.2",2,0.888888888888889,1,5,6,9,18,13,15
"3778",1754265,"3","0.2",1,1,1,5,6,9,18,13,15
"3779",1754265,"12","0.8",8,0.777777777777778,0,7,7,8,15,14,14
"3780",1754265,"12","0.2",2,1,1,5,6,9,18,13,15
"3781",1754265,"3","0.6",6,1,1,8,9,7,19,15,15
"3782",1754265,"9","0.8",8,1,1,7,7,8,15,14,14
"3783",1754265,"6","0.2",2,1,1,5,6,9,18,13,15
"3784",1754265,"9","0.4",3,1,1,8,9,9,19,13,13
"3785",1754265,"6","0.4",4,1,1,8,9,9,19,13,13
"3786",1754265,"9","0.6",5,1,1,8,9,7,19,15,15
"3787",1754265,"6","0.2",2,1,1,5,6,9,18,13,15
"3788",1754265,"12","0.8",7,1,1,7,7,8,15,14,14
"3789",1754265,"12","0.8",8,0.888888888888889,1,7,7,8,15,14,14
"3790",1754265,"12","0.2",1,1,1,5,6,9,18,13,15
"3791",1754265,"6","0.6",5,0.888888888888889,1,8,9,7,19,15,15
"3792",1754265,"3","0.4",4,1,1,8,9,9,19,13,13
"3793",1754265,"9","0.2",2,0.888888888888889,1,5,6,9,18,13,15
"3794",1754265,"6","0.2",1,1,1,5,6,9,18,13,15
"3795",1754265,"3","0.2",1,0.888888888888889,1,5,6,9,18,13,15
"3796",1754265,"9","0.4",3,1,1,8,9,9,19,13,13
"3797",1754265,"9","0.2",2,1,1,5,6,9,18,13,15
"3798",1754265,"9","0.6",6,1,1,8,9,7,19,15,15
"3799",1754265,"3","0.2",2,0.888888888888889,1,5,6,9,18,13,15
"3800",1754265,"6","0.6",5,0.888888888888889,1,8,9,7,19,15,15
"3801",1754265,"12","0.8",8,1,1,7,7,8,15,14,14
"3802",1754265,"12","0.4",4,1,1,8,9,9,19,13,13
"3803",1754265,"9","0.8",8,1,1,7,7,8,15,14,14
"3804",1754265,"9","0.8",7,0.888888888888889,1,7,7,8,15,14,14
"3805",1754265,"9","0.4",3,0.888888888888889,1,8,9,9,19,13,13
"3806",1754265,"3","0.2",1,1,1,5,6,9,18,13,15
"3807",1754265,"3","0.6",6,1,1,8,9,7,19,15,15
"3808",1754265,"6","0.8",8,1,1,7,7,8,15,14,14
"3809",1754265,"3","0.8",8,1,1,7,7,8,15,14,14
"3810",1754265,"9","0.2",2,0.888888888888889,1,5,6,9,18,13,15
"3811",1754265,"9","0.2",1,1,1,5,6,9,18,13,15
"3812",1754265,"12","0.4",3,0.888888888888889,1,8,9,9,19,13,13
"3813",1754265,"6","0.6",6,1,1,8,9,7,19,15,15
"3814",1754265,"6","0.6",6,0.888888888888889,1,8,9,7,19,15,15
"3815",1754265,"6","0.6",6,1,1,8,9,7,19,15,15
"3816",1754265,"12","0.2",1,1,1,5,6,9,18,13,15
"3817",1754265,"12","0.8",7,0.888888888888889,1,7,7,8,15,14,14
"3818",1754265,"6","0.4",4,0.888888888888889,1,8,9,9,19,13,13
"3819",1754265,"9","0.4",3,1,1,8,9,9,19,13,13
"3820",1754265,"9","0.8",8,1,1,7,7,8,15,14,14
"3821",1754265,"12","0.4",4,1,1,8,9,9,19,13,13
"3822",1754265,"6","0.4",4,0.888888888888889,1,8,9,9,19,13,13
"3823",1754265,"12","0.2",1,0.888888888888889,1,5,6,9,18,13,15
"3824",1754265,"3","0.4",4,1,1,8,9,9,19,13,13
"3825",1754265,"12","0.4",3,0.888888888888889,1,8,9,9,19,13,13
"3826",1754265,"12","0.6",6,1,1,8,9,7,19,15,15
"3827",1754265,"6","0.4",3,1,1,8,9,9,19,13,13
"3828",1754265,"9","0.2",2,1,1,5,6,9,18,13,15
"3829",1754265,"12","0.6",5,0.777777777777778,0,8,9,7,19,15,15
"3830",1754265,"9","0.6",5,1,1,8,9,7,19,15,15
"3831",1754265,"12","0.2",2,1,1,5,6,9,18,13,15
"3832",1754265,"3","0.4",4,0.888888888888889,1,8,9,9,19,13,13
"3833",1754265,"6","0.4",4,1,1,8,9,9,19,13,13
"3834",1754265,"9","0.6",5,1,1,8,9,7,19,15,15
"3835",1754265,"12","0.6",6,1,1,8,9,7,19,15,15
"3836",1754265,"12","0.4",4,1,1,8,9,9,19,13,13
"3837",1754265,"12","0.6",6,1,1,8,9,7,19,15,15
"3838",1754265,"9","0.8",8,1,1,7,7,8,15,14,14
"3839",1754278,"9","0.6",5,1,1,12,7,7,18,7,3
"3840",1754278,"6","0.4",3,1,1,7,3,5,19,3,2
"3841",1754278,"12","0.6",6,1,1,12,7,7,18,7,3
"3842",1754278,"3","0.2",1,1,1,2,6,8,20,3,2
"3843",1754278,"6","0.2",1,1,1,2,6,8,20,3,2
"3844",1754278,"12","0.2",2,0.888888888888889,1,2,6,8,20,3,2
"3845",1754278,"12","0.4",4,1,1,7,3,5,19,3,2
"3846",1754278,"9","0.6",5,1,1,12,7,7,18,7,3
"3847",1754278,"6","0.6",6,1,1,12,7,7,18,7,3
"3848",1754278,"6","0.2",2,1,1,2,6,8,20,3,2
"3849",1754278,"9","0.6",6,1,1,12,7,7,18,7,3
"3850",1754278,"6","0.2",1,1,1,2,6,8,20,3,2
"3851",1754278,"9","0.8",8,1,1,13,8,8,15,12,3
"3852",1754278,"12","0.6",5,1,1,12,7,7,18,7,3
"3853",1754278,"3","0.2",1,1,1,2,6,8,20,3,2
"3854",1754278,"6","0.4",3,1,1,7,3,5,19,3,2
"3855",1754278,"12","0.8",8,1,1,13,8,8,15,12,3
"3856",1754278,"12","0.2",2,1,1,2,6,8,20,3,2
"3857",1754278,"12","0.8",7,1,1,13,8,8,15,12,3
"3858",1754278,"9","0.8",8,1,1,13,8,8,15,12,3
"3859",1754278,"12","0.8",8,1,1,13,8,8,15,12,3
"3860",1754278,"9","0.8",7,1,1,13,8,8,15,12,3
"3861",1754278,"6","0.2",2,0.888888888888889,1,2,6,8,20,3,2
"3862",1754278,"3","0.2",1,1,1,2,6,8,20,3,2
"3863",1754278,"12","0.2",1,1,1,2,6,8,20,3,2
"3864",1754278,"6","0.2",1,1,1,2,6,8,20,3,2
"3865",1754278,"9","0.2",2,1,1,2,6,8,20,3,2
"3866",1754278,"9","0.6",5,1,1,12,7,7,18,7,3
"3867",1754278,"12","0.6",6,0.888888888888889,1,12,7,7,18,7,3
"3868",1754278,"6","0.8",8,1,1,13,8,8,15,12,3
"3869",1754278,"12","0.4",4,0.888888888888889,1,7,3,5,19,3,2
"3870",1754278,"9","0.4",3,1,1,7,3,5,19,3,2
"3871",1754278,"6","0.8",8,1,1,13,8,8,15,12,3
"3872",1754278,"9","0.4",4,0.888888888888889,1,7,3,5,19,3,2
"3873",1754278,"9","0.4",3,1,1,7,3,5,19,3,2
"3874",1754278,"9","0.8",8,1,1,13,8,8,15,12,3
"3875",1754278,"12","0.4",4,1,1,7,3,5,19,3,2
"3876",1754278,"6","0.8",8,1,1,13,8,8,15,12,3
"3877",1754278,"9","0.2",1,1,1,2,6,8,20,3,2
"3878",1754278,"12","0.6",6,0.888888888888889,1,12,7,7,18,7,3
"3879",1754278,"12","0.2",2,1,1,2,6,8,20,3,2
"3880",1754278,"9","0.2",1,1,1,2,6,8,20,3,2
"3881",1754278,"12","0.2",1,1,1,2,6,8,20,3,2
"3882",1754278,"9","0.8",8,1,1,13,8,8,15,12,3
"3883",1754278,"9","0.2",1,1,1,2,6,8,20,3,2
"3884",1754278,"9","0.2",1,0.888888888888889,1,2,6,8,20,3,2
"3885",1754278,"12","0.4",3,1,1,7,3,5,19,3,2
"3886",1754278,"6","0.6",6,1,1,12,7,7,18,7,3
"3887",1754278,"12","0.8",7,1,1,13,8,8,15,12,3
"3888",1754278,"6","0.6",5,1,1,12,7,7,18,7,3
"3889",1754278,"3","0.2",2,1,1,2,6,8,20,3,2
"3890",1754278,"6","0.6",5,1,1,12,7,7,18,7,3
"3891",1754278,"9","0.4",3,1,1,7,3,5,19,3,2
"3892",1754278,"12","0.4",3,1,1,7,3,5,19,3,2
"3893",1754278,"12","0.6",5,0.888888888888889,1,12,7,7,18,7,3
"3894",1754278,"9","0.4",4,1,1,7,3,5,19,3,2
"3895",1754278,"12","0.8",7,1,1,13,8,8,15,12,3
"3896",1754278,"9","0.6",6,1,1,12,7,7,18,7,3
"3897",1754278,"6","0.4",4,1,1,7,3,5,19,3,2
"3898",1754232,"12","0.8",7,0.888888888888889,1,16,12,19,10,17,14
"3899",1754232,"6","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3900",1754232,"12","0.4",3,0.777777777777778,0,13,8,13,14,13,12
"3901",1754232,"12","0.2",2,0,0,13,7,10,13,16,12
"3902",1754232,"12","0.6",6,0,0,13,8,14,13,14,14
"3903",1754232,"3","0.8",7,0.555555555555556,0,16,12,19,10,17,14
"3904",1754232,"3","0.6",5,1,1,13,8,14,13,14,14
"3905",1754232,"6","0.8",7,0.888888888888889,1,16,12,19,10,17,14
"3906",1754232,"9","0.2",1,1,1,13,7,10,13,16,12
"3907",1754232,"3","0.4",4,0.888888888888889,1,13,8,13,14,13,12
"3908",1754232,"9","0.8",8,1,1,16,12,19,10,17,14
"3909",1754232,"6","0.2",1,1,1,13,7,10,13,16,12
"3910",1754232,"6","0.8",8,1,1,16,12,19,10,17,14
"3911",1754232,"9","0.4",4,0,0,13,8,13,14,13,12
"3912",1754232,"3","0.2",1,1,1,13,7,10,13,16,12
"3913",1754232,"3","0.2",1,0.777777777777778,0,13,7,10,13,16,12
"3914",1754232,"9","0.4",4,1,1,13,8,13,14,13,12
"3915",1754232,"6","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3916",1754232,"3","0.6",6,0.777777777777778,0,13,8,14,13,14,14
"3917",1754232,"12","0.6",6,0.888888888888889,1,13,8,14,13,14,14
"3918",1754232,"9","0.4",4,0.888888888888889,1,13,8,13,14,13,12
"3919",1754232,"12","0.2",1,1,1,13,7,10,13,16,12
"3920",1754232,"6","0.6",5,0.777777777777778,0,13,8,14,13,14,14
"3921",1754232,"9","0.4",3,1,1,13,8,13,14,13,12
"3922",1754232,"12","0.8",7,0.444444444444444,0,16,12,19,10,17,14
"3923",1754232,"9","0.6",6,1,1,13,8,14,13,14,14
"3924",1754232,"3","0.4",4,0.555555555555556,0,13,8,13,14,13,12
"3925",1754232,"12","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3926",1754232,"9","0.2",2,1,1,13,7,10,13,16,12
"3927",1754232,"3","0.4",3,0.888888888888889,1,13,8,13,14,13,12
"3928",1754232,"9","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3929",1754232,"6","0.4",4,0.888888888888889,1,13,8,13,14,13,12
"3930",1754232,"3","0.6",6,0.888888888888889,1,13,8,14,13,14,14
"3931",1754232,"9","0.8",8,0.888888888888889,1,16,12,19,10,17,14
"3932",1754232,"12","0.6",6,1,1,13,8,14,13,14,14
"3933",1754232,"12","0.8",8,1,1,16,12,19,10,17,14
"3934",1754232,"3","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3935",1754232,"9","0.8",7,0.888888888888889,1,16,12,19,10,17,14
"3936",1754232,"9","0.8",7,1,1,16,12,19,10,17,14
"3937",1754232,"6","0.6",5,0.888888888888889,1,13,8,14,13,14,14
"3938",1754232,"12","0.4",3,0.888888888888889,1,13,8,13,14,13,12
"3939",1754232,"9","0.6",6,0.777777777777778,0,13,8,14,13,14,14
"3940",1754232,"12","0.4",4,0.888888888888889,1,13,8,13,14,13,12
"3941",1754232,"6","0.6",6,1,1,13,8,14,13,14,14
"3942",1754232,"12","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3943",1754232,"3","0.2",2,0.555555555555556,0,13,7,10,13,16,12
"3944",1754232,"12","0.6",5,1,1,13,8,14,13,14,14
"3945",1754232,"6","0.8",8,0.888888888888889,1,16,12,19,10,17,14
"3946",1754232,"12","0.8",8,0.888888888888889,1,16,12,19,10,17,14
"3947",1754232,"6","0.2",1,1,1,13,7,10,13,16,12
"3948",1754232,"6","0.6",6,0.888888888888889,1,13,8,14,13,14,14
"3949",1754232,"9","0.2",2,0.666666666666666,0,13,7,10,13,16,12
"3950",1754232,"9","0.2",1,1,1,13,7,10,13,16,12
"3951",1754232,"9","0.8",7,1,1,16,12,19,10,17,14
"3952",1754232,"6","0.4",4,1,1,13,8,13,14,13,12
"3953",1754232,"3","0.8",7,0.888888888888889,1,16,12,19,10,17,14
"3954",1754232,"6","0.2",1,1,1,13,7,10,13,16,12
"3955",1754232,"6","0.4",4,1,1,13,8,13,14,13,12
"3956",1754232,"6","0.6",6,0.888888888888889,1,13,8,14,13,14,14
"3957",1754232,"3","0.4",4,0.888888888888889,1,13,8,13,14,13,12
"3958",1754232,"9","0.4",3,1,1,13,8,13,14,13,12
"3959",1754232,"3","0.6",6,0.222222222222222,0,13,8,14,13,14,14
"3960",1754232,"6","0.4",3,1,1,13,8,13,14,13,12
"3961",1754232,"6","0.8",7,0.888888888888889,1,16,12,19,10,17,14
"3962",1754232,"3","0.8",7,0.888888888888889,1,16,12,19,10,17,14
"3963",1754232,"6","0.4",3,1,1,13,8,13,14,13,12
"3964",1754232,"3","0.6",5,0.888888888888889,1,13,8,14,13,14,14
"3965",1754232,"3","0.4",3,0.444444444444444,0,13,8,13,14,13,12
"3966",1754232,"9","0.6",6,1,1,13,8,14,13,14,14
"3967",1754232,"3","0.8",8,0.888888888888889,1,16,12,19,10,17,14
"3968",1754232,"12","0.4",3,0.888888888888889,1,13,8,13,14,13,12
"3969",1754232,"3","0.8",8,0.777777777777778,0,16,12,19,10,17,14
"3970",1754232,"12","0.2",2,0.888888888888889,1,13,7,10,13,16,12
"3971",1754232,"12","0.6",5,1,1,13,8,14,13,14,14
"3972",1754232,"9","0.6",5,0.888888888888889,1,13,8,14,13,14,14
"3973",1754232,"12","0.4",4,1,1,13,8,13,14,13,12
"3974",1754232,"9","0.6",5,1,1,13,8,14,13,14,14
"3975",1754232,"3","0.2",1,0.444444444444444,0,13,7,10,13,16,12
"3976",1754232,"6","0.8",7,1,1,16,12,19,10,17,14
"3977",1754232,"12","0.8",7,1,1,16,12,19,10,17,14
"3978",1754215,"3","0.4",3,0.777777777777778,0,12,1,12,11,12,12
"3979",1754215,"3","0.6",5,0.888888888888889,1,11,1,11,12,13,11
"3980",1754215,"3","0.4",3,0.777777777777778,0,12,1,12,11,12,12
"3981",1754215,"9","0.8",8,1,1,14,1,13,10,13,12
"3982",1754215,"3","0.8",8,0.777777777777778,0,14,1,13,10,13,12
"3983",1754215,"12","0.8",8,0.888888888888889,1,14,1,13,10,13,12
"3984",1754215,"12","0.4",4,0.888888888888889,1,12,1,12,11,12,12
"3985",1754215,"9","0.4",4,0.888888888888889,1,12,1,12,11,12,12
"3986",1754215,"3","0.2",2,0.888888888888889,1,10,1,10,12,12,12
"3987",1754215,"9","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"3988",1754215,"6","0.2",2,1,1,10,1,10,12,12,12
"3989",1754215,"9","0.8",7,0.777777777777778,0,14,1,13,10,13,12
"3990",1754215,"6","0.6",6,0.888888888888889,1,11,1,11,12,13,11
"3991",1754215,"12","0.2",2,0.888888888888889,1,10,1,10,12,12,12
"3992",1754215,"9","0.2",1,0.888888888888889,1,10,1,10,12,12,12
"3993",1754215,"9","0.4",4,1,1,12,1,12,11,12,12
"3994",1754215,"6","0.8",8,0.888888888888889,1,14,1,13,10,13,12
"3995",1754215,"9","0.2",1,0,0,10,1,10,12,12,12
"3996",1754215,"6","0.8",7,1,1,14,1,13,10,13,12
"3997",1754215,"3","0.2",1,0.888888888888889,1,10,1,10,12,12,12
"3998",1754215,"12","0.6",5,0.888888888888889,1,11,1,11,12,13,11
"3999",1754215,"3","0.6",5,0.777777777777778,0,11,1,11,12,13,11
"4000",1754215,"9","0.8",8,1,1,14,1,13,10,13,12
"4001",1754215,"9","0.6",5,0.444444444444444,0,11,1,11,12,13,11
"4002",1754215,"12","0.8",8,0.888888888888889,1,14,1,13,10,13,12
"4003",1754215,"6","0.6",5,0.666666666666666,0,11,1,11,12,13,11
"4004",1754215,"12","0.2",2,1,1,10,1,10,12,12,12
"4005",1754215,"9","0.6",6,1,1,11,1,11,12,13,11
"4006",1754215,"9","0.6",5,0.888888888888889,1,11,1,11,12,13,11
"4007",1754215,"3","0.8",8,1,1,14,1,13,10,13,12
"4008",1754215,"9","0.8",7,0.888888888888889,1,14,1,13,10,13,12
"4009",1754215,"6","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"4010",1754215,"6","0.6",5,0.888888888888889,1,11,1,11,12,13,11
"4011",1754215,"3","0.8",7,1,1,14,1,13,10,13,12
"4012",1754215,"12","0.2",1,0.888888888888889,1,10,1,10,12,12,12
"4013",1754215,"6","0.6",6,0.777777777777778,0,11,1,11,12,13,11
"4014",1754215,"9","0.6",5,1,1,11,1,11,12,13,11
"4015",1754215,"6","0.8",8,1,1,14,1,13,10,13,12
"4016",1754215,"9","0.4",3,1,1,12,1,12,11,12,12
"4017",1754215,"6","0.4",3,1,1,12,1,12,11,12,12
"4018",1754215,"3","0.6",5,0.666666666666666,0,11,1,11,12,13,11
"4019",1754215,"9","0.8",8,0.888888888888889,1,14,1,13,10,13,12
"4020",1754215,"12","0.2",2,0.666666666666666,0,10,1,10,12,12,12
"4021",1754215,"3","0.2",2,0.333333333333333,0,10,1,10,12,12,12
"4022",1754215,"12","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"4023",1754215,"6","0.8",8,1,1,14,1,13,10,13,12
"4024",1754215,"9","0.2",2,0.777777777777778,0,10,1,10,12,12,12
"4025",1754215,"3","0.6",6,1,1,11,1,11,12,13,11
"4026",1754215,"9","0.2",1,1,1,10,1,10,12,12,12
"4027",1754215,"12","0.8",8,0.888888888888889,1,14,1,13,10,13,12
"4028",1754215,"12","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"4029",1754215,"6","0.2",2,0.888888888888889,1,10,1,10,12,12,12
"4030",1754215,"9","0.6",5,0.555555555555556,0,11,1,11,12,13,11
"4031",1754215,"12","0.8",7,0.333333333333333,0,14,1,13,10,13,12
"4032",1754215,"6","0.6",6,1,1,11,1,11,12,13,11
"4033",1754215,"3","0.2",1,0.888888888888889,1,10,1,10,12,12,12
"4034",1754215,"9","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"4035",1754215,"9","0.2",1,1,1,10,1,10,12,12,12
"4036",1754215,"3","0.4",4,0.888888888888889,1,12,1,12,11,12,12
"4037",1754215,"12","0.2",1,1,1,10,1,10,12,12,12
"4038",1754215,"12","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"4039",1754215,"12","0.6",5,1,1,11,1,11,12,13,11
"4040",1754215,"6","0.2",1,1,1,10,1,10,12,12,12
"4041",1754215,"12","0.8",7,0.888888888888889,1,14,1,13,10,13,12
"4042",1754215,"3","0.4",3,1,1,12,1,12,11,12,12
"4043",1754215,"12","0.6",6,0.888888888888889,1,11,1,11,12,13,11
"4044",1754215,"6","0.4",4,0.888888888888889,1,12,1,12,11,12,12
"4045",1754215,"6","0.8",7,1,1,14,1,13,10,13,12
"4046",1754215,"12","0.4",3,0.888888888888889,1,12,1,12,11,12,12
"4047",1754215,"12","0.6",6,0,0,11,1,11,12,13,11
"4048",1754215,"3","0.2",2,1,1,10,1,10,12,12,12
"4049",1754215,"3","0.4",3,0.777777777777778,0,12,1,12,11,12,12
"4050",1754215,"6","0.2",2,0.888888888888889,1,10,1,10,12,12,12
"4051",1754215,"3","0.6",6,0.888888888888889,1,11,1,11,12,13,11
"4052",1754215,"3","0.8",8,1,1,14,1,13,10,13,12
"4053",1754215,"6","0.4",4,0.888888888888889,1,12,1,12,11,12,12
"4054",1754215,"12","0.6",5,1,1,11,1,11,12,13,11
"4055",1754215,"6","0.2",2,0.888888888888889,1,10,1,10,12,12,12
"4056",1754215,"6","0.4",3,1,1,12,1,12,11,12,12
"4057",1754215,"3","0.8",8,0.777777777777778,0,14,1,13,10,13,12
"4058",1754197,"3","0.6",5,1,1,15,11,13,9,14,12
"4059",1754197,"6","0.8",8,1,1,14,12,12,8,12,6
"4060",1754197,"12","0.4",3,0.888888888888889,1,7,10,8,16,14,14
"4061",1754197,"9","0.6",5,1,1,15,11,13,9,14,12
"4062",1754197,"6","0.6",5,0.888888888888889,1,15,11,13,9,14,12
"4063",1754197,"6","0.8",8,1,1,14,12,12,8,12,6
"4064",1754197,"12","0.6",5,0.888888888888889,1,15,11,13,9,14,12
"4065",1754197,"9","0.8",8,1,1,14,12,12,8,12,6
"4066",1754197,"12","0.2",1,1,1,6,5,13,16,14,8
"4067",1754197,"12","0.2",1,1,1,6,5,13,16,14,8
"4068",1754197,"6","0.6",6,1,1,15,11,13,9,14,12
"4069",1754197,"9","0.2",2,1,1,6,5,13,16,14,8
"4070",1754197,"6","0.6",5,0,0,15,11,13,9,14,12
"4071",1754197,"12","0.8",8,1,1,14,12,12,8,12,6
"4072",1754197,"3","0.8",8,1,1,14,12,12,8,12,6
"4073",1754197,"6","0.2",2,0.666666666666666,0,6,5,13,16,14,8
"4074",1754197,"12","0.6",6,0.888888888888889,1,15,11,13,9,14,12
"4075",1754197,"12","0.6",6,1,1,15,11,13,9,14,12
"4076",1754197,"3","0.6",5,0,0,15,11,13,9,14,12
"4077",1754197,"9","0.2",2,1,1,6,5,13,16,14,8
"4078",1754197,"9","0.4",3,1,1,7,10,8,16,14,14
"4079",1754197,"9","0.8",7,0.888888888888889,1,14,12,12,8,12,6
"4080",1754197,"6","0.4",4,0.888888888888889,1,7,10,8,16,14,14
"4081",1754197,"9","0.8",8,1,1,14,12,12,8,12,6
